name,price,rating,review_count,cuisine,address,display_phone,comments
Famous Famiglia Pizzeria,1,3.0,80.0,"['pizza', 'italian']","2859 Broadway, Morningside Heights, NY 10025",(212) 865-1234,N/A
Famous Famiglia Pizzeria,1,3.5,84.0,"['pizza', 'italian']","1398 Madison Ave, East Harlem, NY 10029",(212) 996-9797,N/A
Famous Fish Market,1,4.0,221.0,"['seafood', 'fishnchips']","684 St Nicholas Ave, East Harlem, NY 10030",(212) 491-8323,N/A
Joe's Pizza,1,4.0,1000.0,['pizza'],"7 Carmine St, Greenwich Village, NY 10014",(212) 366-1182,N/A
Famous Sichuan,2,3.5,408.0,"['chinese', 'szechuan', 'hotpot']","10 Pell St, Little Italy, NY 10013",(212) 233-3888,N/A
Fanelli's Cafe,2,3.5,373.0,"['american', 'tradamerican', 'burgers']","94 Prince St, SoHo, NY 10012",(212) 226-9412,N/A
Fat Buddha,2,3.5,623.0,"['asian', 'asianfusion', 'korean', 'whiskeybars']","212 Ave A, Gramercy, NY 10009",(212) 598-0500,N/A
Favela Cubana,2,4.0,1000.0,"['latin', 'cuban', 'brazilian', 'breakfast_brunch']","543 LaGuardia Pl, Greenwich Village, NY 10012",(212) 777-6500,N/A
Feast,3,4.0,473.0,"['american', 'newamerican', 'breakfast_brunch', 'bars']","102 3rd Ave, Greenwich Village, NY 10003",(212) 529-8880,N/A
Feb 30 Lebanese Eatery,1,4.5,27.0,"['middle_eastern', 'mediterranean', 'lebanese']","110 Macdougal St, Greenwich Village, NY 10012",(917) 388-2311,N/A
Fedora,3,4.0,365.0,"['american', 'newamerican', 'french', 'bars']","239 W 4th St, Greenwich Village, NY 10014",(646) 449-9336,N/A
Fei Ma,1,3.5,49.0,['chinese'],"79 Ave A, East Village, NY 10009",(212) 673-3300,N/A
Feile,2,3.5,263.0,"['american', 'irish', 'newamerican']","131 W 33rd St, Garment District, NY 10001",(212) 695-1122,N/A
Felice 83,3,3.5,236.0,"['italian', 'wine_bars', 'tuscan']","1593 1st Ave, Upper East Side, NY 10028",(212) 249-4080,N/A
Felice 64,2,3.5,322.0,"['italian', 'wine_bars', 'venues']","1166 1st Ave, Upper East Side, NY 10065",(212) 593-2223,N/A
Felix,3,3.0,401.0,['french'],"340 W Broadway, SoHo, NY 10013",(212) 431-0021,N/A
Feroce Ristorante,2,4.0,79.0,['italian'],"105 W 28th St, Midtown West, NY 10001",(212) 888-1092,N/A
Fiaschetteria Pistoia,2,4.0,168.0,"['italian', 'tuscan', 'pastashops']","647 E 11th St, Gramercy, NY 10009",(212) 777-3355,N/A
Fiaschetteria Pistoia,2,4.0,59.0,"['italian', 'tuscan', 'pastashops']","114 Christopher St, Greenwich Village, NY 10014",(646) 609-2911,N/A
Fiat Cafe,2,4.0,583.0,"['italian', 'coffee', 'breakfast_brunch']","203 Mott St, Little Italy, NY 10012",(212) 969-1809,N/A
Fields Good Chicken,2,5.0,6.0,"['chicken', 'chickenshop', 'newamerican', 'salad']","24 E 12th St, Greenwich Village, NY 10003",(646) 895-6831,N/A
Fields Good Chicken,2,4.0,126.0,"['chicken', 'salad', 'newamerican', 'chickenshop']","26 E 40th St, Midtown East, NY 10016",(212) 997-1272,N/A
Fields Good Chicken,2,3.5,85.0,"['american', 'chickenshop', 'salad', 'newamerican']","148 Madison Ave, Garment District, NY 10016",(212) 675-0462,N/A
Fields Good Chicken,2,4.0,105.0,"['chicken', 'salad', 'newamerican', 'chickenshop']","44 E 23rd St, Gramercy, NY 10010",(212) 564-9805,N/A
Fig & Olive,3,3.5,416.0,"['mediterranean', 'french', 'bars']","808 Lexington Ave, Upper East Side, NY 10065",(212) 207-4555,N/A
Fig & Olive,3,3.5,1000.0,"['mediterranean', 'french', 'bars']","420 W 13th St, Greenwich Village, NY 10014",(212) 924-1200,N/A
The Fillmore Delicatessen,2,4.0,94.0,"['sandwiches/salads/mixed_buffet', 'delis', 'tradamerican']","1668 3rd Ave, East Harlem, NY 10128",(646) 912-9488,N/A
Fine Bakery City,1,3.5,33.0,"['bakery', 'bakeries', 'dimsum']","303 Grand St, Little Italy, NY 10002",(212) 966-3318,N/A
Finestra Restaurant,2,4.0,89.0,"['italian', 'seafood']","1370 York Ave, Upper East Side, NY 10021",(212) 717-8595,N/A
Finnegan's Wake,2,3.5,109.0,"['american', 'pubs', 'newamerican', 'tradamerican']","1361 1st Ave, Upper East Side, NY 10021",(212) 737-3664,N/A
Fishmarket Restaurant,2,4.5,548.0,"['seafood', 'chinese', 'asianfusion']","111 South St, Chinatown, NY 10038",(917) 363-8101,N/A
Five Guys,2,3.0,144.0,"['hamburgers', 'burgers', 'hotdogs']","316 W 34th St, Garment District, NY 10036",(212) 564-6115,N/A
Five Guys Burgers & Fries,2,3.0,74.0,"['american', 'burgers', 'hotdogs']","56 W 14th St, Gramercy, NY 10011",(212) 675-2229,N/A
Five Mile Stone,2,3.5,434.0,"['american', 'newamerican', 'cocktailbars']","1640 2nd Ave, Upper East Side, NY 10028",(212) 933-0913,N/A
5 Napkin Burger,2,3.5,1000.0,"['american', 'burgers']","630 9th Ave, Midtown West, NY 10036",(212) 757-2277,N/A
Five Senses,2,4.0,1000.0,"['korean', 'bbq']","9 W 32nd St, Midtown West, NY 10001",(212) 441-0005,N/A
Flame,2,4.0,408.0,"['asian', 'sushi', 'japanese', 'asianfusion']","100 W 82nd St, East Harlem, NY 10024",(646) 870-0301,N/A
Flat Top,2,4.0,454.0,"['american', 'newamerican', 'cafes', 'breakfast_brunch']","1241 Amsterdam Ave, East Harlem, NY 10027",(646) 820-7735,N/A
Flatiron Hall Restaurant and Beer Hall,2,3.5,319.0,"['american', 'gastropubs', 'tradamerican', 'beergardens']","38 W 26th St, Gramercy, NY 10010",(646) 790-3200,N/A
Flats Fix,2,3.5,124.0,"['mexican', 'tacos', 'bars']","14 E 23rd St, Gramercy, NY 10010",(212) 353-2400,N/A
Flavor's House,2,4.0,10.0,"['spanish', 'caribbean', 'latin']","449 2nd Ave, Gramercy, NY 10010",(646) 870-0318,N/A
Flavors of Italy Bistro,2,4.5,9.0,"['italian', 'pizza']","224 W 35th St, Midtown West, NY 10001",(212) 695-1115,N/A
Flex Mussels,2,4.0,1000.0,"['american', 'seafood', 'desserts', 'belgian']","174 East 82nd St, East Harlem, NY 10028",(212) 717-7772,N/A
Flex Mussels,2,4.0,904.0,"['seafood', 'bars']","154 W 13th St, Greenwich Village, NY 10011",(212) 229-0222,N/A
Flight 151,2,3.5,253.0,"['american', 'pubs', 'sportsbars', 'newamerican']","151 8th Ave, Chelsea, NY 10011",(212) 229-1868,N/A
Flip'n Toss,2,4.0,178.0,"['american', 'newamerican', 'burgers']","82 Christopher St, Greenwich Village, NY 10014",(212) 645-0904,N/A
Flor de Broadway,1,3.5,101.0,"['latin', 'sandwiches', 'dominican', 'coffee']","3395 Broadway, Harlem, NY 10031",(212) 281-1556,N/A
Floridita Restaurant,2,2.5,14.0,"['latin', 'tradamerican', 'breakfast_brunch']","3451 Broadway, Morningside Heights, NY 10031",(212) 281-1556,N/A
Flor De Mayo,2,4.0,1000.0,"['latin', 'chinese', 'cuban', 'peruvian']","484 Amsterdam Ave, Midtown West, NY 10024",(212) 787-3388,N/A
Flor de Mayo,2,4.0,575.0,"['chinese/cuban', 'chinese', 'peruvian', 'cuban']","2651 Broadway, Midtown West, NY 10025",(212) 663-5520,N/A
Harlem's Floridita,2,3.5,218.0,"['latin', 'cuban', 'bars']","2276 12th Ave, East Harlem, NY 10027",(212) 662-0090,N/A
El Floridita,1,3.5,114.0,"['latin', 'cuban']","4162 Broadway, Harlem, NY 10033",(212) 928-0653,N/A
Fogo de Chao Brazilian Steakhouse,3,4.0,1000.0,"['brazilian', 'steak']","40 W 53rd St, Midtown West, NY 10019",(212) 969-9980,N/A
Follia NYC,2,4.0,177.0,"['italian', 'wine_bars', 'pizza']","179 3rd Ave, Greenwich Village, NY 10003",(212) 477-4100,N/A
Fonda Chelsea,2,3.5,340.0,['mexican'],"189 9th Ave, Garment District, NY 10011",(917) 525-5252,N/A
New Food King,1,3.5,63.0,['chinese'],"694 10th Ave, Garment District, NY 10036",(212) 307-6701,N/A
Food Station,2,3.5,35.0,['chinese'],"244 Canal St, Little Italy, NY 10013",(646) 609-2115,N/A
Fools Gold NYC,2,4.0,315.0,"['american', 'cocktailbars', 'breakfast_brunch', 'newamerican']","145 E Houston St, Chinatown, NY 10002",(212) 673-2337,N/A
Forever Taste,1,4.0,38.0,['chinese'],"27 Rutgers St, Chinatown, NY 10002",(646) 288-8434,N/A
Forgtmenot,2,4.0,179.0,"['american', 'bars', 'tradamerican']","138 Division St, Little Italy, NY 10002",(646) 707-3195,N/A
Forlini's Restaurant,3,4.5,446.0,"['italian', 'bars']","93 Baxter St, Little Italy, NY 10013",(212) 349-6779,N/A
Formerly Crow's,2,4.0,72.0,"['american', 'newamerican', 'pubs', 'poolhalls']","85 Washington Pl, Greenwich Village, NY 10011",(212) 361-0077,N/A
Wolfgang Puck,4,3.5,69.0,"['american', 'steak', 'newamerican', 'breakfast_brunch']","27 Barclay St, Financial District, NY 10007",(646) 880-1999,N/A
Fournos Theophilos,2,4.0,33.0,"['greek', 'mediterranean']","469 7th Ave, Midtown West, NY 10018",(212) 489-6959,N/A
Foxy Johns Bar & Kitchen,2,4.0,292.0,"['american', 'bars', 'newamerican', 'venues']","143 E 47th St, Midtown West, NY 10017",(646) 838-5534,N/A
Franchia Vegan Cafe,2,4.0,924.0,"['vegetarian', 'korean', 'vegan', 'asianfusion']","12 Park Ave, Midtown East, NY 10016",(212) 213-1001,N/A
Frank,2,3.5,689.0,"['italian', 'bars', 'breakfast_brunch']","88 2nd Ave, Gramercy, NY 10003",(212) 420-0202,N/A
All Stars Sports Bar & Grill,2,4.0,35.0,"['american', 'chicken_wings', 'sportsbars', 'newamerican']","327 W 57th St, Midtown West, NY 10019",(212) 956-1606,N/A
Frank Mac’s Pub,1,4.5,44.0,"['american', 'pubs', 'burgers']","425 Amsterdam Ave, Harlem, NY 10024",(646) 850-3888,N/A
Frankie & Johnnie's Steak House,3,3.5,160.0,"['steak', 'newamerican']","32 W 37th St, Garment District, NY 10018",(212) 947-8940,N/A
Frankie & Johnnie's Steakhouse,3,3.5,262.0,"['steak', 'pubs', 'wine_bars']","320 W 46th St, Midtown West, NY 10036",(212) 997-9494,N/A
Fraunces Tavern,2,3.5,875.0,"['american', 'tradamerican', 'bars', 'breakfast_brunch']","54 Pearl St, Financial District, NY 10004",(212) 968-1776,N/A
Fred's Restaurant,2,4.0,766.0,"['american', 'breakfast_brunch', 'tradamerican', 'bars']","476 Amsterdam Ave, Harlem, NY 10024",(212) 579-3076,N/A
Freddie & Pepper's,1,4.0,468.0,['pizza'],"303 Amsterdam Ave, Upper West Side, NY 10023",(212) 799-2378,N/A
Smile To Go,2,3.5,46.0,"['american', 'coffee', 'salad', 'sandwiches']","23 Lexington Ave, Gramercy, NY 10010",(212) 475-1920,N/A
Freemans,2,4.0,1000.0,"['american', 'breakfast_brunch', 'lounges', 'tradamerican']","Freeman Alley, Little Italy, NY 10002",(212) 420-0012,N/A
Freeman's,2,3.5,2.0,"['american', 'french', 'salad', 'cocktailbars']","Freeman Alley, Little Italy, NY 10002",(212) 420-0012,N/A
Le French Diner,2,4.5,119.0,['french'],"188 Orchard St, Greenwich Village, NY 10002",(212) 777-1577,N/A
French Roast,2,3.0,560.0,"['french', 'breakfast_brunch', 'bars']","2340 Broadway, Upper West Side, NY 10024",(212) 799-1533,N/A
Fresco By Scotto,3,3.5,384.0,['italian'],"34 E  52nd St, Midtown East, NY 10022",(212) 935-3434,N/A
Fresco Gelateria,1,4.5,469.0,"['ice_cream,_gelato,_yogurt,_ices', 'gelato', 'icecream', 'breakfast_brunch']","138 2nd Ave, Gramercy, NY 10003",(212) 677-6320,N/A
fresh&co,2,1.0,4.0,"['american', 'salad', 'soup', 'sandwiches']","261 Canal St, Little Italy, NY 10013",(212) 867-0053,N/A
fresh&co,2,3.5,31.0,"['sandwiches/salads/mixed_buffet', 'salad', 'sandwiches', 'juicebars']","444 10th Ave, Garment District, NY 10001",(212) 867-2334,N/A
Fresh From Hell,2,4.5,262.0,"['juice,_smoothies,_fruit_salads', 'salad', 'sandwiches', 'juicebars']","326 W 47th St, Garment District, NY 10036",(212) 956-4355,N/A
Fresh Ginger,2,4.5,17.0,"['asian', 'ramen', 'sushi', 'poke']","311 East 45th St, Midtown East, NY 10017",(212) 408-1782,N/A
Fresh Salt,2,4.0,394.0,"['american', 'bars', 'newamerican']","146 Beekman St, Chinatown, NY 10038",(212) 962-0053,N/A
Fri-Itz,2,5.0,2.0,"['spanish', 'puertorican', 'southern']","1694 Park Ave, East Harlem, NY 10035",(646) 590-2772,N/A
Friedman's,2,4.0,1000.0,"['american', 'newamerican', 'gluten_free', 'breakfast_brunch']","132 W 31st St, Midtown West, NY 10001",(212) 971-9400,N/A
Friedman's,2,4.0,580.0,"['american', 'breakfast_brunch', 'gluten_free', 'newamerican']","450 10th Ave, Midtown West, NY 10018",(212) 268-1100,N/A
Friedman's,2,3.5,316.0,"['american', 'tradamerican', 'breakfast_brunch']","1187 Amsterdam Ave, East Harlem, NY 10027",(212) 932-0600,N/A
Friedman's,2,4.0,133.0,"['american', 'breakfast_brunch', 'newamerican', 'burgers']","130 W 72nd St, Upper West Side, NY 10023",(646) 864-2289,N/A
Friedman's Lunch,2,3.5,591.0,"['american', 'breakfast_brunch', 'gluten_free', 'newamerican']","75 9th Ave, Chelsea, NY 10011",(212) 929-7100,N/A
Friedmans,2,4.0,569.0,"['american', 'breakfast_brunch', 'tradamerican']","228 W 47th St, Midtown West, NY 10036",(646) 876-1232,N/A
Friend of A Farmer,2,3.5,1000.0,"['american', 'breakfast_brunch', 'tradamerican', 'comfortfood']","77 Irving Pl, Gramercy, NY 10003",(212) 477-2188,N/A
Frijolito's,1,4.5,142.0,['mexican'],"3446 Broadway, East Harlem, NY 10031",(646) 682-9033,N/A
Fu Wing Chinese Restaurant,1,3.0,12.0,['chinese'],"153 E 106th St, Morningside Heights, NY 10029",(212) 987-5329,N/A
Fu Xing,1,4.5,6.0,['chinese'],"273 W 38th St, Midtown West, NY 10018",(212) 575-6978,N/A
New Li Yuan,1,4.0,68.0,"['chinese', 'cantonese', 'cafeteria', 'bakeries']","273 W 38th St, Garment District, NY 10018",(212) 575-6978,N/A
Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,1,4.0,26.0,['chinese'],"88 E Broadway, Chinatown, NY 10002",(212) 431-3555,N/A
Fuji East,2,3.0,127.0,"['japanese', 'sushi']","455 Main St, Upper East Side, NY 10044",(212) 583-1688,N/A
Fuji Hibachi,2,4.5,4.0,"['japanese', 'seafood', 'bars', 'sushi']","321 West 42nd St, Garment District, NY 10036",(212) 757-1820,N/A
Fuji Hibachi,2,3.5,321.0,"['japanese', 'steak', 'seafood']","321 W 42nd St, Midtown West, NY 10036",(212) 757-1820,N/A
Fukurou,2,4.0,319.0,"['japanese', 'sushi']","87 MacDougal St, Greenwich Village, NY 10012",(212) 388-0013,N/A
Fumo,2,4.0,62.0,"['italian', 'bars', 'pizza']","2791 Broadway, East Harlem, NY 10025",(646) 822-2921,N/A
Fumo,2,4.0,442.0,"['italian', 'pizza', 'bars']","1600 Amsterdam Ave, East Harlem, NY 10031",(646) 692-6675,N/A
Funny BBQ,2,3.0,208.0,"['chinese', 'hotpot', 'bbq', 'noodles']","98 Bowery, Little Italy, NY 10013",(212) 965-0076,N/A
Fusion HK Bar and Grill,2,4.0,128.0,"['mexican', 'peruvian', 'bars']","688 10th Ave, Midtown West, NY 10019",(212) 956-0185,N/A
Nishida Sho-ten NEXT,2,4.0,60.0,"['japanese', 'bars', 'ramen']","304 E 49th St, Midtown East, NY 10017",(212) 339-0033,N/A
Gabriel Kreuther,4,4.5,423.0,"['french', 'lounges']","41 W 42nd St, Midtown West, NY 10036",(212) 257-5826,N/A
Galata Mediterranean Cuisine,2,4.5,351.0,"['turkish', 'mediterranean', 'halal']","212 E 34th St, Midtown West, NY 10016",(212) 683-9206,N/A
Galli,2,4.0,932.0,"['italian', 'cocktailbars', 'wine_bars']","45 Mercer St, Greenwich Village, NY 10013",(212) 966-9288,N/A
Gardenia Terrace,3,4.0,194.0,"['mediterranean', 'hookah_bars', 'halal']","826 10th Ave, Midtown West, NY 10019",(212) 334-0489,N/A
Gari Columbus,4,4.0,329.0,"['japanese', 'sushi']","370 Columbus Ave, Upper West Side, NY 10024",(212) 362-4816,N/A
Garlic New York Pizza Bar,1,3.5,431.0,"['pizza/italian', 'italian', 'pizza']","629 2nd Ave, Midtown East, NY 10016",(646) 559-9500,N/A
Gatsby's Bar & Restaurant,2,2.5,273.0,"['american', 'pubs', 'newamerican']","53 Spring St, Little Italy, NY 10012",(212) 334-4430,N/A
Gazala's,1,3.5,68.0,"['mediterranean', 'mideastern']","447 Amsterdam Ave, Harlem, NY 10024",(212) 787-1800,N/A
Gazala Place,2,3.5,374.0,"['mediterranean', 'mideastern']","709 9th Ave, Midtown West, NY 10019",(212) 245-0709,N/A
Gebhard's Beer Culture,2,4.0,132.0,"['american', 'beerbar', 'tradamerican']","228 W 72nd St, Harlem, NY 10023",(917) 639-3420,N/A
Geisha Sushi,2,4.0,382.0,"['asian', 'japanese', 'sushi']","3468 Broadway, East Harlem, NY 10031",(212) 862-7800,N/A
Gelso & Grand,2,4.5,928.0,"['italian', 'pastashops', 'pizza']","186 Grand St, Greenwich Village, NY 10013",(212) 226-1600,N/A
Gemini,2,3.5,220.0,"['american', 'diners', 'sandwiches', 'tradamerican']","641 2nd Ave, Gramercy, NY 10016",(212) 532-2143,N/A
Gena's Grill,1,4.0,187.0,"['latin', 'dominican', 'puertorican']","210 1st Ave, Greenwich Village, NY 10009",(212) 473-3700,N/A
Gene's Restaurant,3,4.0,85.0,"['italian', 'french']","73 W 11th St, Greenwich Village, NY 10011",(212) 675-2048,N/A
Gennaro,2,3.5,385.0,"['italian', 'wine_bars', 'mediterranean']","665 Amsterdam Ave, East Harlem, NY 10025",(212) 665-5348,N/A
George Keeley,2,4.0,322.0,"['american', 'tradamerican', 'sportsbars', 'beerbar']","485 Amsterdam Ave, Upper West Side, NY 10024",(212) 873-0251,N/A
GFC Cafe,1,5.0,2.0,"['café/coffee/tea', 'cafeteria']","521 E 68th St, Upper East Side, NY 10065",(212) 746-6100,N/A
Ghandi Cafe,2,4.0,396.0,"['indian', 'indpak', 'desserts', 'beer_and_wine']","283 Bleecker St, SoHo, NY 10014",(212) 645-1456,N/A
Giano Restaurant,2,4.5,593.0,['italian'],"126 E 7th St, Greenwich Village, NY 10009",(212) 673-7200,N/A
Giardino D'oro,3,4.0,98.0,"['italian', 'seafood', 'steak']","5 Gold St, Financial District, NY 10038",(212) 514-6400,N/A
Gigino At Wagner Park,3,3.5,281.0,"['italian', 'seafood']","20 Battery Pl, Chinatown, NY 10004",(212) 528-2228,N/A
Gigino Trattoria,2,3.5,257.0,"['italian', 'pizza']","323 Greenwich St, SoHo, NY 10013",(212) 431-1112,N/A
Gina La Fornarina,2,3.5,92.0,['italian'],"26 E 91st St, Upper East Side, NY 10128",(212) 828-6800,N/A
Ginger and Lemongrass,2,4.0,371.0,"['vietnamese/cambodian/malaysia', 'vietnamese', 'thai', 'asianfusion']","153 Rivington St, Greenwich Village, NY 10002",(646) 876-1237,N/A
Ginger Root Vegan,2,4.0,124.0,"['chinese', 'panasian', 'vegetarian']","1164 1st Ave, East Harlem, NY 10065",(212) 751-3316,N/A
Gino's Pizza,2,3.5,175.0,['pizza'],"345 E 83rd St, Upper East Side, NY 10028",(212) 717-5336,N/A
Giorgio's of Gramercy,3,4.0,737.0,"['italian', 'newamerican']","27 E 21st St, Gramercy, NY 10010",(212) 477-0007,N/A
Giovanni Venti Cinque,2,3.5,76.0,['italian'],"25 E 83rd St, Upper East Side, NY 10028",(212) 988-7300,N/A
Giovanni's Pizza,1,3.0,95.0,"['pizza/italian', 'pizza', 'italian']","1011 Columbus Ave, Morningside Heights, NY 10025",(212) 663-7000,N/A
Italian Eatery,1,2.0,1.0,"['pizza/italian', 'italian']","1011 Columbus Ave, Morningside Heights, NY 10025",(212) 663-7000,N/A
Glaze Teriyaki,2,3.5,310.0,['japanese'],"643 Lexington Ave, Midtown East, NY 10022",(212) 935-3400,N/A
Glaze Teriyaki,1,3.5,279.0,['japanese'],"139 4th Ave, Greenwich Village, NY 10003",(212) 420-9400,N/A
GLUR Thai,2,4.5,94.0,"['thai', 'vegan']","144 W 19th St, Midtown West, NY 10011",(212) 738-9898,N/A
GMT Tavern,2,3.5,215.0,"['american', 'bars', 'british', 'tradamerican']","142 Bleecker St, SoHo, NY 10012",(646) 863-3776,N/A
Gnocco,2,4.0,460.0,"['italian', 'pizza', 'bars']","337 E 10th St, Greenwich Village, NY 10009",(212) 677-1913,N/A
Go! Go! Curry!,2,4.0,1000.0,"['japanese', 'japacurry']","273 W 38th St, Midtown West, NY 10018",(212) 730-5555,N/A
Go! Go! Curry!,1,3.5,65.0,"['japanese', 'japacurry']","567 W 125th St, East Harlem, NY 10027",(646) 833-7143,N/A
Go! Go! Curry!,2,3.5,107.0,"['japanese', 'japacurry']","144 W 19th St, Gramercy, NY 10011",(212) 255-4555,N/A
Go! Go! Curry!,1,4.0,104.0,"['japanese', 'japacurry']","235 E 53rd St, Midtown East, NY 10022",(646) 678-5259,N/A
Go!Go!Curry,2,4.0,250.0,"['chinese', 'japacurry']","231 Thompson St, Greenwich Village, NY 10012",(212) 505-2555,N/A
Go! Go! Curry!,2,4.0,368.0,"['japanese', 'japacurry']","12 John St, Tribeca, NY 10038",(212) 406-5555,N/A
Go Sushi,2,4.0,17.0,"['japanese', 'sushi']","86 Madison St, Chinatown, NY 10002",(646) 952-0004,N/A
Go Zen,2,4.0,566.0,"['vegetarian', 'vegan', 'asianfusion', 'kosher']","144 W 4th St, Greenwich Village, NY 10012",(212) 260-7130,N/A
Food Gallery 32,1,4.0,824.0,"['korean', 'food_court']","11 W 32nd St, Midtown West, NY 10001",(212) 967-1678,N/A
Goemon,2,4.0,135.0,"['japanese', 'japacurry']","29 Kenmare St, Little Italy, NY 10012",(212) 226-1262,N/A
GOGI 37,2,3.5,292.0,"['korean', 'bars', 'bbq']","252 West 37th St, Garment District, NY 10018",(646) 998-5907,N/A
Gogi Grill - Chelsea,2,4.0,90.0,"['korean', 'asianfusion', 'hotdogs']","599 6th Ave, Gramercy, NY 10011",(917) 261-4688,N/A
GoGo-Gi,2,4.0,188.0,"['korean', 'ramen']","3908 Broadway, East Harlem, NY 10032",(212) 543-0922,N/A
Golan Heights,2,4.0,75.0,"['jewish/kosher', 'mideastern', 'kosher']","2553 Amsterdam Ave, Harlem, NY 10033",(212) 795-7842,N/A
Gold Bear,2,4.0,50.0,"['american', 'cocktailbars', 'sportsbars', 'newamerican']","377 Park Ave S, Gramercy, NY 10016",(646) 850-1400,N/A
Golden Diner,2,4.5,148.0,"['american', 'diners', 'breakfast_brunch', 'sandwiches']","123 Madison St, Chinatown, NY 10002",(917) 472-7800,N/A
Golden Forest,1,4.0,170.0,['chinese'],"353 Grand St, Chinatown, NY 10002",(212) 505-9513,N/A
Golden Krust Caribbean Restaurant,1,1.5,3.0,"['caribbean', 'bakeries']","2085 Lexington Ave, Morningside Heights, NY 10035",(212) 722-5253,N/A
Golden Krust Caribbean Restaurant,1,2.5,62.0,['caribbean'],"47 West 14th St, Gramercy, NY 10011",(212) 627-0851,N/A
Golden Unicorn,2,3.5,1000.0,"['chinese', 'dimsum', 'cantonese']","18 E Broadway, Chinatown, NY 10002",(212) 941-0911,N/A
Golden Wok,1,3.5,56.0,['chinese'],"1770 Amsterdam Ave, Harlem, NY 10031",(212) 281-0808,N/A
Gomi Korean Wine Bar,2,4.5,129.0,"['tapas', 'wine_bars', 'brazilian', 'korean']","186 Ave A, Greenwich Village, NY 10009",(646) 707-0707,N/A
Good Health Cafe,2,4.0,277.0,"['soups_&_sandwiches', 'cafes', 'mexican', 'soup']","1435 1st Ave, Upper East Side, NY 10021",(212) 517-9898,N/A
Good Taste Restaurant,1,4.0,53.0,['chinese'],"3371 Broadway, Harlem, NY 10031",(212) 281-8898,N/A
Gossip Bar & Restaurant,2,3.5,208.0,"['american', 'irish_pubs', 'sportsbars', 'tradamerican']","733 9th Ave, Garment District, NY 10019",(212) 265-2720,N/A
Gotan - Tribeca,2,4.0,383.0,"['mediterranean', 'cafes', 'breakfast_brunch', 'desserts']","130 Franklin St, Tribeca, NY 10013",(212) 431-5200,N/A
Gottino Enoteca e Salumeria,2,4.0,305.0,"['italian', 'wine_bars']","52 Greenwich Ave, Greenwich Village, NY 10011",(212) 633-2590,N/A
Grab & Go Food,1,3.5,3.0,"['delicatessen', 'salad', 'soup', 'sandwiches']","2096 5th Ave, Morningside Heights, NY 10035",(212) 860-7777,N/A
Grace Cafe,1,3.5,34.0,"['american', 'sandwiches', 'cafes', 'korean']","572 8th Ave, Garment District, NY 10018",(212) 921-8141,N/A
Grace's,2,4.5,31.0,"['irish', 'irish_pubs', 'breakfast_brunch']","252 West 14th St, Chelsea, NY 10011",(646) 870-0333,N/A
Gracie Mews Diner,2,3.5,326.0,"['american', 'diners']","1550 1st Ave, Upper East Side, NY 10028",(212) 861-2290,N/A
Gradisca,3,4.0,373.0,"['italian', 'wine_bars', 'pastashops']","126 W 13th St, Greenwich Village, NY 10011",(212) 691-4886,N/A
Grain House,2,4.0,75.0,"['chinese', 'noodles', 'szechuan']","929 Amsterdam Ave, East Harlem, NY 10025",(212) 531-1130,N/A
Gramercy Bagels,1,3.0,159.0,"['bagels/pretzels', 'bagels', 'breakfast_brunch', 'sandwiches']","246 3rd Ave, Gramercy, NY 10010",(212) 388-0080,N/A
Farmer & The Fish- Gramercy,3,3.5,314.0,"['seafood', 'tradamerican']","245 Park Ave S, Gramercy, NY 10003",(646) 998-5991,N/A
Gramercy Tavern,4,4.5,1000.0,"['american', 'newamerican']","42 E 20th St, Midtown West, NY 10003",(212) 477-0777,N/A
Gran Morsi,3,4.5,368.0,"['italian', 'venues', 'cocktailbars']","22 Warren St, Chinatown, NY 10007",(212) 577-2725,N/A
Grand Great Wall Restaurant,1,3.5,25.0,['chinese'],"1588 Amsterdam Ave, Harlem, NY 10031",(212) 283-7123,N/A
Grand Seoul,3,4.0,149.0,"['korean', 'bbq', 'buffets']","85 Chrystie St, Little Italy, NY 10002",(212) 226-5555,N/A
Grand Shanghai House,2,4.5,38.0,"['chinese', 'shanghainese', 'dimsum']","9 Pell St, Little Italy, NY 10013",(212) 233-2888,N/A
Grand Sichuan,2,3.5,454.0,['chinese'],"229 9th Ave, Garment District, NY 10001",(212) 620-5200,N/A
Grape and Grain,2,4.0,313.0,"['italian', 'wine_bars', 'newamerican', 'breakfast_brunch']","620 E 6th St, East Village, NY 10009",(646) 490-4029,N/A
Gray's Papaya,1,3.5,1000.0,"['hotdogs', 'hotdog', 'juicebars']","2090 Broadway, Upper West Side, NY 10023",(212) 799-0243,N/A
The Grayson,2,3.5,232.0,"['american', 'sportsbars', 'tradamerican', 'gastropubs']","16 1st Ave, SoHo, NY 10009",(212) 510-8726,N/A
Great Burrito,1,4.0,246.0,"['mexican', 'pizza']","100 W 23rd St, Gramercy, NY 10011",(212) 243-0022,N/A
Great NY Noodle Town,1,3.5,1000.0,"['chinese', 'cantonese', 'noodles']","28 Bowery, Little Italy, NY 10013",(212) 349-0923,N/A
Great Sichuan,2,3.0,195.0,"['chinese', 'szechuan']","363 3rd Ave, Gramercy, NY 10016",(212) 686-8866,N/A
Great Wall,1,3.0,4.0,['chinese'],"527 Lenox Ave, Morningside Heights, NY 10037",(212) 926-8301,N/A
