name,price,rating,review_count,cuisine,categories,address,display_phone
Bin 71,2,3.5,120,French,"['wine_bars', 'tradamerican']","237 Columbus Ave, Upper West Side, NY 10023",(212) 362-5446
Bingo Deli,1,4.0,79,American,"['delis', 'salad', 'sandwiches']","77 Pearl St, Financial District, NY 10005",(212) 487-9200
Baita at Eataly Flatiron,2,3.0,153,Italian,['italian'],"200 Fifth Ave, Gramercy, NY 10010",(212) 937-8910
Serra by Birreria at Eataly Flatiron,2,3.0,1000,Italian,"['italian', 'bars']","200 5th Ave, Gramercy, NY 10010",(212) 937-8910
Bistro Le Steak,3,4.0,145,French,"['french', 'steak', 'brasseries']","1309 3rd Ave, Upper East Side, NY 10021",(212) 517-3800
Bistro Les Amis,2,4.0,376,French,"['french', 'sandwiches', 'italian']","180 Spring St, Greenwich Village, NY 10012",(212) 226-8645
Bistro Vendome,3,4.0,138,French,['french'],"405 East 58th St, Upper East Side, NY 10022",(212) 935-9100
Bistrot Leo,3,4.0,52,American,['french'],"60 Thompson St, Chinatown, NY 10012",(212) 219-8119
Bite,2,4.0,618,Mediterranean,"['sandwiches', 'salad', 'mediterranean']","211 E 14th St, Gramercy, NY 10003",(212) 677-3123
Bite,1,4.0,319,Mediterranean,"['salad', 'mediterranean', 'sandwiches']","62 W 22nd St, Gramercy, NY 10010",(646) 649-2768
Bite,1,4.0,267,American,"['sandwiches', 'breakfast_brunch', 'mediterranean']","335 Lafayette St, SoHo, NY 10012",(212) 431-0301
BKK Eatery,2,4.5,85,Thai,['thai'],"138 E 34th St, Midtown West, NY 10016",(212) 213-3317
The Black Ant,2,4.0,535,Mexican,"['mexican', 'bars', 'venues']","60 2nd Ave, Greenwich Village, NY 10003",(212) 598-0300
BLACKBARN,3,4.0,603,American,"['newamerican', 'breakfast_brunch', 'wine_bars']","19 E 26th St, Gramercy, NY 10010",(212) 265-5959
Sakura of Japan,1,3.5,150,American,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Hawaiian,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Hawaiian,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Other,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Japanese,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Japanese,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Sakura of Japan,1,3.5,150,Asian,"['japanese', 'foodstands']","29 John St, Financial District, NY 10038",(212) 775-8540
Black Crescent,2,4.0,157,American,"['cocktailbars', 'burgers', 'chicken_wings']","76 Clinton St, Chinatown, NY 10002",(212) 477-1771
Black Iron Burger,2,4.0,959,Hamburgers,"['burgers', 'newamerican', 'beerbar']","245 W 38th St, Midtown West, NY 10018",(646) 476-3116
Black Tap - Soho,2,3.5,1000,American,"['tradamerican', 'burgers', 'beerbar']","529 Broome St, Greenwich Village, NY 10013",(917) 639-3089
Black Tap - Soho,2,3.5,1000,American,"['tradamerican', 'burgers', 'beerbar']","529 Broome St, Greenwich Village, NY 10013",(917) 639-3089
Blackwells Pub And Restaurant,2,4.0,102,American,"['pubs', 'tradamerican']","150 E 47th St, Midtown East, NY 10017",(212) 661-7890
Blank Slate Coffee + Kitchen,2,4.0,627,American,"['coffee', 'breakfast_brunch']","121 Madison Ave, Gramercy, NY 10016",(212) 683-7800
Blank Slate Tea,2,4.0,121,Café/Coffee/Tea,"['coffee', 'tea', 'cafes']","121 Madison Ave, Gramercy, NY 10016",(646) 707-0256
Blind Tiger Ale House,2,4.0,886,American,"['tradamerican', 'pubs']","281 Bleecker St, Greenwich Village, NY 10014",(212) 462-4682
Blockheads,2,3.5,462,Mexican,['mexican'],"954 2nd Ave, Upper East Side, NY 10022",(212) 750-2020
Blockheads,2,3.5,783,Mexican,['mexican'],"Worldwide Plz, Midtown West, NY 10019",(212) 307-7029
Blockheads,2,3.5,257,Tex-Mex,['mexican'],"175 W 90th St, East Harlem, NY 10024",(212) 510-7410
Blockheads,2,3.5,244,Mexican,['mexican'],"60 3rd Ave, Greenwich Village, NY 10003",(917) 388-3534
Blossom on Columbus,2,4.0,378,American,['vegan'],"507 Columbus Ave, East Harlem, NY 10024",(212) 875-2600
BLT Steak,4,4.0,404,Steak,['steak'],"106 E 57th St, Upper East Side, NY 10022",(212) 752-7470
Blue CoCo,1,4.5,54,"Juice, Smoothies, Fruit Salads","['salad', 'juicebars', 'sandwiches']","153 E 106th St, East Harlem, NY 10029",(212) 534-2626
Blue Fin,3,3.5,1000,Seafood,"['sushi', 'seafood']","1567 Broadway, Midtown West, NY 10036",(212) 918-1400
Blue Haven,2,3.5,185,American,"['sportsbars', 'tradamerican']","108 W Houston St, Greenwich Village, NY 10012",(212) 505-3400
Blue Haven East,2,4.5,36,American,"['sportsbars', 'tradamerican']","493 3rd Ave, Gramercy, NY 10016",(646) 678-4200
Blue Hill,4,4.5,1000,American,['newamerican'],"75 Washington Pl, Greenwich Village, NY 10011",(212) 539-1776
Blue Mountain Heights Cafe & Bar,2,4.0,55,Caribbean,"['caribbean', 'bars', 'cafes']","499 W 158th St, East Harlem, NY 10032",(646) 998-5905
Blue Park Kitchen,2,4.5,65,American,['newamerican'],"70 Pine St, Financial District, NY 10270",(646) 921-9909
Blue Ribbon Brasserie - SoHo,3,4.5,938,American,"['tradamerican', 'cocktailbars']","97 Sullivan St, Greenwich Village, NY 10012",(212) 274-0404
Blue Ribbon Federal Grill,3,4.0,93,American,"['tradamerican', 'cocktailbars', 'breakfast_brunch']","84 William St, Financial District, NY 10038",(212) 337-0404
Blue Ribbon Fried Chicken - East Village,2,3.5,883,American,"['chicken_wings', 'sandwiches', 'chickenshop']","28 East First St, Greenwich Village, NY 10003",(212) 228-0404
Blue Ribbon Sushi,2,4.0,1000,Japanese,"['sushi', 'japanese']","119 Sullivan St, Greenwich Village, NY 10012",(212) 343-0404
Blue Ribbon Sushi Bar & Grill - New York,3,4.0,756,Japanese,"['sushi', 'japanese', 'cocktailbars']","308 W 58th St, Midtown West, NY 10019",(212) 397-0404
Blue Ribbon Sushi Izakaya,3,4.0,514,Japanese,"['sushi', 'japanese', 'cocktailbars']","187 Orchard St, Chinatown, NY 10002",(212) 466-0404
Blue Smoke,2,3.5,1000,Barbecue,"['southern', 'bbq']","116 East 27th St, Gramercy, NY 10016",(212) 447-7733
Blue Smoke,2,3.5,640,Barbecue,"['southern', 'bbq', 'sportsbars']","255 Vesey St, Greenwich Village, NY 10282",(212) 889-2005
Blue Spoon Coffee,1,4.0,191,American,['cafes'],"90 William St, Financial District, NY 10038",(212) 809-8880
Bluebird London NYC,3,4.0,292,English,"['british', 'bars', 'breakfast_brunch']","10 Columbus Cir, Midtown West, NY 10019",(347) 682-2100
Blue Maiz,1,4.5,248,American,['mexican'],"606 8th Ave, Midtown West, NY 10018",(212) 704-2106
Bluestone Lane,2,4.0,91,Café/Coffee/Tea,"['coffee', 'breakfast_brunch', 'gluten_free']","435 W 31st St, Garment District, NY 10001",(718) 374-6858
Bluestone Lane Times Square Coffee Shop,2,4.0,113,Café/Coffee/Tea,"['coffee', 'breakfast_brunch', 'gluten_free']","11 Times Sq, Garment District, NY 10036",(718) 374-6858
Bluestone Lane Upper West Side Café,2,4.0,130,Café/Coffee/Tea,"['coffee', 'gluten_free', 'breakfast_brunch']","417 Amsterdam Ave, Upper West Side, NY 10024",(718) 374-6858
Bluestone Lane,2,4.5,10,Café/Coffee/Tea,"['coffee', 'breakfast_brunch']","19 Kenmare St, Little Italy, NY 10012",(718) 374-6858
Bluestone Lane Upper East Side Café,2,4.0,505,Café/Coffee/Tea,"['coffee', 'breakfast_brunch']","1085 5th Ave, Upper East Side, NY 10128",(718) 374-6858
Bluestone Lane,2,4.0,91,Other,"['coffee', 'breakfast_brunch', 'gluten_free']","435 W 31st St, Garment District, NY 10001",(718) 374-6858
Bluestone Lane Times Square Coffee Shop,2,4.0,113,Other,"['coffee', 'breakfast_brunch', 'gluten_free']","11 Times Sq, Garment District, NY 10036",(718) 374-6858
Bluestone Lane Upper West Side Café,2,4.0,130,Other,"['coffee', 'gluten_free', 'breakfast_brunch']","417 Amsterdam Ave, Upper West Side, NY 10024",(718) 374-6858
Bluestone Lane,2,4.5,10,Other,"['coffee', 'breakfast_brunch']","19 Kenmare St, Little Italy, NY 10012",(718) 374-6858
Bluestone Lane Upper East Side Café,2,4.0,505,Other,"['coffee', 'breakfast_brunch']","1085 5th Ave, Upper East Side, NY 10128",(718) 374-6858
BoCaphe,2,4.0,1000,Vietnamese/Cambodian/Malaysia,"['vietnamese', 'french', 'asianfusion']","222 Lafayette St, Midtown West, NY 10012",(646) 882-1939
Bo's Kitchen & Bar Room,2,4.0,347,American,"['bars', 'newamerican']","6 W 24th St, Greenwich Village, NY 10010",(212) 234-2373
Bobby Van's Steakhouse,3,3.5,329,Steak,"['steak', 'seafood', 'tradamerican']","135 W 50th St, Garment District, NY 10020",(212) 957-5050
Bobby Van's Steakhouse,3,3.0,207,Steak,"['steak', 'seafood', 'tradamerican']","120 W 45th St, Garment District, NY 10036",(212) 575-5623
Bobby Van's Steakhouse,3,3.5,389,Steak,"['steak', 'seafood', 'tradamerican']","25 Broad St, Financial District, NY 10004",(212) 344-8463
BOBO,3,4.0,538,French,"['french', 'cocktailbars', 'breakfast_brunch']","181 W 10th St, Greenwich Village, NY 10014",(212) 488-2626
Bobwhite Counter,2,4.5,799,Soul Food,"['southern', 'comfortfood', 'beer_and_wine']","94 Ave C, Greenwich Village, NY 10009",(212) 228-2972
Bocado Cafe,2,3.5,463,American,"['newamerican', 'wine_bars']","1293 Lexington Ave, East Harlem, NY 10128",(212) 289-9004
Bocca Cucina and Bar,3,4.0,374,Italian,"['italian', 'desserts', 'cocktailbars']","39 E 19th St, Gramercy, NY 10003",(212) 387-1200
Bocca Di Bacco,2,3.5,282,Italian,"['italian', 'wine_bars', 'breakfast_brunch']","635 9th Ave, Midtown West, NY 10036",(212) 262-2525
Bocca Di Bacco,2,3.5,282,Italian,"['italian', 'wine_bars', 'breakfast_brunch']","635 9th Ave, Midtown West, NY 10036",(212) 262-2525
Bocca di Bacco Hell's Kitchen,2,3.5,641,Italian,['italian'],"828 9th Ave, Midtown West, NY 10019",(212) 265-8828
Bocca Di Bacco,2,3.5,190,Italian,"['italian', 'bars', 'breakfast_brunch']","169 9th Ave, Garment District, NY 10011",(212) 989-8400
Bocce USQ,2,4.0,88,Pizza/Italian,"['pizza', 'italian']","20 Union Square W, Gramercy, NY 10003",(212) 677-7818
Bodega 88,2,4.5,166,Latin,"['sportsbars', 'cocktailbars', 'latin']","573 Columbus Ave, East Harlem, NY 10024",(212) 799-1602
Bodega Negra,3,3.5,678,Mexican,['mexican'],"355 W 16th St, Chelsea, NY 10011",(212) 229-2336
Bodrum Mediterranean Restaurant,2,4.0,393,Mediterranean,"['mediterranean', 'pizza', 'breakfast_brunch']","584 Amsterdam Ave, East Harlem, NY 10024",(212) 799-2806
Bohemian Spirit Restaurant,2,4.0,86,American,"['czech', 'bars']","321 E 73rd St, East Harlem, NY 10021",(212) 861-1038
Boilermaker,2,4.0,239,American,"['tradamerican', 'cocktailbars', 'beerbar']","13 First Ave, Chinatown, NY 10003",(212) 995-5400
Boilery - East Village,2,4.5,118,Chinese,"['seafood', 'raw_food', 'cocktailbars']","58 3rd Ave, Greenwich Village, NY 10003",(646) 838-5556
Bolivian Llama Party,1,4.5,351,Other,"['foodstands', 'latin']","1000 S 8th Ave, Midtown West, NY 10019",(347) 395-5481
Bolivian Llama Party,1,4.5,351,Spanish,"['foodstands', 'latin']","1000 S 8th Ave, Midtown West, NY 10019",(347) 395-5481
Bombay Chowk,2,4.0,89,Indian,['indpak'],"1378 1st Ave, East Harlem, NY 10021",(212) 249-4111
Bombay Grill House,2,4.0,268,Indian,['indpak'],"764 9th Ave, Midtown West, NY 10019",(212) 977-1010
Bombay Sandwich Co.,2,4.0,408,Vegetarian,"['indpak', 'vegan', 'sandwiches']","48 W 27th St, Gramercy, NY 10001",(646) 781-9756
Bombay's Indian Restaurant,2,3.5,201,Indian,['indpak'],"60 Pearl St, Financial District, NY 10004",(212) 742-2222
Bonchon New York - W 38th St,2,3.5,1000,Chicken,"['korean', 'chicken_wings', 'asianfusion']","207 W 38th St, Midtown West, NY 10018",(212) 221-3339
Bonchon New York - 5th Ave,2,3.5,1000,Korean,"['chicken_wings', 'korean', 'asianfusion']","325 5th Ave, Midtown East, NY 10016",(212) 686-8282
Bonchon New York - W 23rd St,2,3.0,104,Korean,"['korean', 'asianfusion']","267 W 23rd St, Greenwich Village, NY 10011",(646) 896-1999
Bond 45,2,3.5,715,Italian,"['italian', 'pizza', 'newamerican']","221 W 46th St, Midtown West, NY 10036",(212) 869-4545
BondST,3,4.0,982,Japanese,"['japanese', 'sushi']","6 Bond St, Greenwich Village, NY 10012",(212) 777-2500
Bondi Sushi,2,4.0,163,Japanese,['sushi'],"6 W 28th St, Gramercy, NY 10001",(646) 490-4255
Bono Trattoria,2,4.5,302,Italian,"['pizza', 'italian']","3658 Broadway, East Harlem, NY 10031",(646) 682-9249
Boon European Bistro,2,4.5,34,Eastern European,"['modern_european', 'breakfast_brunch', 'cakeshop']","402 W 44th St, Midtown West, NY 10036",(212) 246-8880
Boqueria Flatiron,3,4.0,1000,Spanish,"['spanish', 'tapas', 'wine_bars']","53 W 19th St, Gramercy, NY 10011",(212) 255-4160
Boqueria Soho,2,4.0,1000,Spanish,"['spanish', 'tapas', 'tapasmallplates']","171 Spring St, Midtown West, NY 10012",(212) 343-4255
Boris & Horton,2,4.5,177,Café/Coffee/Tea,"['coffee', 'petadoption', 'breakfast_brunch']","195 Ave A, Gramercy, NY 10009",(212) 510-8986
Bosie,2,4.0,938,French,"['coffee', 'breakfast_brunch', 'bakeries']","506 Laguardia Pl, SoHo, NY 10012",(212) 352-9900
Bottega Restaurant,3,3.5,127,Italian,['italian'],"1331 2nd Ave, Upper East Side, NY 10021",(212) 288-5282
Bottino,2,3.5,294,Italian,['italian'],"246 10th Ave, Upper West Side, NY 10001",(212) 206-6766
Bottino Take-Out,2,4.0,123,Italian,['sandwiches'],"246 10th Ave, Chelsea, NY 10001",(212) 206-6766
Boucherie West Village,3,4.5,1000,French,"['french', 'cocktailbars', 'steak']","99 7th Ave S, Greenwich Village, NY 10014",(212) 837-1616
Boucherie Union Square,3,4.5,775,French,"['steak', 'french', 'cocktailbars']","225 Park Ave S, Greenwich Village, NY 10003",(212) 353-0200
Boulton & Watt,2,4.0,679,American,"['newamerican', 'gastropubs']","5 Ave A, Greenwich Village, NY 10009",(646) 490-6004
Boulud Sud,3,4.0,748,Mediterranean,['mediterranean'],"20 West 64th Street, Midtown West, NY 10023",(212) 595-1313
Shinka Ramen & Sake Bar,2,4.5,327,American,"['ramen', 'noodles', 'cocktailbars']","93 Bowery St, Little Italy, NY 10002",(212) 343-8111
The Bowery Beer Garden,2,3.0,83,American,"['sportsbars', 'beergardens', 'gastropubs']","93 Bowery, Little Italy, NY 10002",(212) 343-8111
Bowery Meat Company,3,4.0,498,American,"['steak', 'wine_bars']","9 E 1st St, Greenwich Village, NY 10003",(212) 460-5255
Bowery Road,3,4.0,220,American,"['newamerican', 'comfortfood', 'bars']","132 4th Ave, Greenwich Village, NY 10003",(212) 432-1324
Bowllin',2,3.5,105,Korean,"['korean', 'asianfusion', 'poke']","27 Waverly Pl, Greenwich Village, NY 10003",(212) 673-2727
Brad's Burgers & Bbq,2,4.0,65,American,"['burgers', 'bars', 'bbq']","522 Columbus Ave, East Harlem, NY 10024",(212) 787-3473
Brandy Library,3,4.0,604,French,"['newamerican', 'lounges', 'wine_bars']","25 N Moore St, Tribeca, NY 10013",(212) 226-5545
Brasserie Cognac East,2,3.5,102,French,"['cocktailbars', 'french', 'brasseries']","963 Lexington Ave, East Harlem, NY 10021",(212) 249-5100
Brasserie Saint Marc,2,4.5,45,Other,"['brasseries', 'french', 'tradamerican']","136 2nd Ave, Greenwich Village, NY 10003",(212) 548-3959
Bravest,2,4.0,186,American,"['burgers', 'sportsbars', 'tradamerican']","700 2nd Ave, Midtown East, NY 10016",(212) 683-3766
Bravo Pizza,1,3.5,186,Pizza,"['pizza', 'italian']","115 E 14th St, Gramercy, NY 10003",(212) 253-2220
Bravo Pizza,1,3.0,109,Pizza/Italian,"['pizza', 'italian']","257 Park Ave S, Gramercy, NY 10010",(212) 253-6090
Bravo Pizza,1,3.5,78,American,"['pizza', 'salad']","360 7th Ave, Garment District, NY 10001",(212) 235-1114
The Brazen Fox,2,3.5,392,American,"['newamerican', 'bars']","106 3rd Ave, Gramercy, NY 10003",(212) 353-1063
Bread and Butter,2,3.0,73,American,['delis'],"462 7th Ave, Garment District, NY 10018",(212) 868-0444
Bread & Tulips,2,4.0,273,Italian,"['pizza', 'italian', 'wine_bars']","365 Park Ave S, Gramercy, NY 10016",(212) 532-9100
Bread N Wine,2,4.5,15,Sandwiches,"['sandwiches', 'salad', 'soup']","1417 Lexington Ave, East Harlem, NY 10128",(646) 861-0070
Breads Bakery,2,4.5,1000,Bakery,"['bakeries', 'cafes']","18 E 16th St, Gramercy, NY 10003",(212) 633-2253
Breakroom,2,4.5,1000,Mexican,"['burgers', 'tacos']","83 Baxter St, Greenwich Village, NY 10013",(212) 227-2802
Brendan's Bar & Grill,2,3.5,158,American,['irish'],"42 W 35th St, Garment District, NY 10001",(212) 564-5405
Briciola,2,4.0,839,Italian,"['italian', 'wine_bars', 'tapas']","370 W 51st St, Midtown West, NY 10019",(646) 678-5763
Brick Lane Curry House,2,3.5,980,Middle Eastern,['indpak'],"79 2nd Ave, Greenwich Village, NY 10003",(212) 979-2900
Brindle Room,2,4.0,1000,American,"['newamerican', 'bars', 'breakfast_brunch']","277 E 10th St, Greenwich Village, NY 10009",(212) 529-9702
Brine,2,4.5,120,Chicken,"['chickenshop', 'salad', 'sandwiches']","106 8th Ave, Chelsea, NY 10011",(646) 559-1660
Brisa Dominicana Restaurant,1,4.0,4,Spanish,['dominican'],"1764 Amsterdam Ave, Harlem, NY 10031",(212) 837-1122
Broadstone Bar & Kitchen,2,4.0,250,American,"['newamerican', 'cocktailbars', 'sportsbars']","88 Broad St, Tribeca, NY 10004",(646) 707-0426
Broadway Bagel,1,4.0,183,Bagels/Pretzels,"['bagels', 'sandwiches', 'burgers']","2658 Bdwy, Morningside Heights, NY 10025",(212) 662-0231
Broadway Pizza & Restaurant,1,3.0,62,Pizza,"['pizza', 'italian', 'mexican']","2709 Broadway, Morningside Heights, NY 10025",(212) 864-9298
Brooklyn Bagel & Coffee Company,1,4.0,1000,American,"['bagels', 'breakfast_brunch', 'cafes']","286 8th Ave, Chelsea, NY 10001",(212) 924-2824
Brooklyn Bagel & Coffee Company,1,4.5,117,Bagels/Pretzels,"['bagels', 'coffee', 'breakfast_brunch']","63 E 8th St, Greenwich Village, NY 10003",(212) 477-3070
Brooklyn Chop House,3,4.0,459,American,"['dimsum', 'steak', 'asianfusion']","150 Nassau St, Chinatown, NY 10038",(212) 619-1200
Brooklyn Diner Times Square,2,3.5,633,American,"['diners', 'newamerican']","155 W 43rd St, Garment District, NY 10036",(212) 265-5400
Brooklyn Pizza Masters,2,4.5,146,Pizza,"['pizza', 'salad']","1055 1st Ave, Midtown East, NY 10022",(646) 669-7757
The Brooklyneer,2,3.5,251,American,"['newamerican', 'bars', 'gastropubs']","220 W Houston St, SoHo, NY 10014",(646) 692-4911
Somm Time,2,4.5,88,Bakery,"['wine_bars', 'newamerican']","254 Broome St, Chinatown, NY 10002",(212) 860-0401
Broome Street Bar,2,3.5,249,American,"['bars', 'tradamerican']","363 W Broadway, Little Italy, NY 10013",(212) 925-2086
Brother Jimmy's BBQ,2,3.0,503,Barbecue,"['bbq', 'bars', 'southern']","181 Lexington Ave, Midtown East, NY 10016",(212) 779-7427
Brownie's Café,1,4.0,40,Sandwiches/Salads/Mixed Buffet,['cafes'],"1172 Amsterdam Ave, Harlem, NY 10027",(212) 865-6590
Bua,2,4.0,517,American,"['bars', 'gastropubs']","122 St Marks Pl, Greenwich Village, NY 10009",(212) 979-6276
Bua Thai Ramen & Robata Grill,2,4.5,702,Thai,"['thai', 'ramen', 'sushi']","1611 2nd Ave, East Harlem, NY 10028",(212) 879-7999
Bubba Gump Shrimp,2,3.5,1000,American,"['seafood', 'southern', 'cajun']","1501 Broadway, Garment District, NY 10036",(212) 391-7100
Bubby's Tribeca,2,3.5,1000,American,"['tradamerican', 'breakfast_brunch', 'sandwiches']","120 Hudson St, Tribeca, NY 10013",(212) 219-0666
Bubby's Tribeca,2,3.5,1000,American,"['tradamerican', 'breakfast_brunch', 'sandwiches']","120 Hudson St, Tribeca, NY 10013",(212) 219-0666
Buchetta Brick Oven Pizza,2,4.0,210,Pizza/Italian,"['pizza', 'italian']","201 W 103rd St, East Harlem, NY 10025",(212) 531-8730
Buceo 95,3,4.0,433,Spanish,"['tapas', 'spanish', 'wine_bars']","201 W 95th St, East Harlem, NY 10025",(212) 662-7010
Buddakan,3,4.0,1000,Asian,"['chinese', 'bars', 'asianfusion']","75 9th Ave, Midtown West, NY 10011",(212) 989-6699
Bodhi Kosher Vegetarian Restaurant,2,4.5,380,Vegetarian,"['vegan', 'kosher', 'chinese']","77 Mulberry St, Little Italy, NY 10013",(212) 233-2921
The Original Buddha Bodai Kosher Vegetarian Restaurant,2,4.0,1000,Vegetarian,"['chinese', 'kosher', 'vegan']","5 Mott St, Chinatown, NY 10013",(212) 566-8388
Buddha Taco Bar,2,3.5,88,Mexican,['tacos'],"3628 Broadway, East Harlem, NY 10031",(646) 478-8086
Buenos Aires,3,4.0,541,Spanish,"['argentine', 'steak']","513 E 6th St, Greenwich Village, NY 10009",(212) 228-2775
Buffalo Wild Wings,2,2.5,489,Chicken,"['sportsbars', 'tradamerican', 'chicken_wings']","253 West 47th St, Garment District, NY 10036",(212) 265-9453
Bugis Street Brasserie and Bar,2,3.5,70,American,"['singaporean', 'panasian', 'chinese']","145 W 44th St, Midtown West, NY 10036",(212) 768-4400
Bukhara Grill:Indian Spice Rave,2,3.5,548,Indian,"['indpak', 'buffets', 'vegetarian']","217 E 49th St, Midtown East, NY 10017",(212) 888-2839
Charlie Bird,2,3.5,462,Other,['italian'],"5 King St, Greenwich Village, NY 10012",(212) 235-7133
Charlie Bird,2,3.5,462,American,['italian'],"5 King St, Greenwich Village, NY 10012",(212) 235-7133
Buona Notte,2,3.0,70,Italian,"['italian', 'salad', 'pizza']","120 Mulberry St, Little Italy, NY 10013",(212) 965-1111
Burger & Barrel,2,3.5,825,American,"['burgers', 'tradamerican']","25 W Houston St, Greenwich Village, NY 10012",(212) 334-7320
Burger & Lobster,2,4.0,1000,American,"['seafood', 'burgers', 'newamerican']","39 W 19th St, Midtown West, NY 10011",(646) 833-7532
Burger & Lobster,2,4.0,1000,Seafood,"['seafood', 'burgers']","132 W 43rd St, Midtown West, NY 10036",(917) 565-9044
BurgerFi,2,3.5,426,Hamburgers,"['newamerican', 'burgers', 'hotdog']","1571 2nd Ave, Upper East Side, NY 10028",(646) 684-3172
Burrito Box,2,4.0,1,Tex-Mex,"['tex-mex', 'mexican']","885 9th Ave, Upper West Side, NY 10019",(212) 489-6889
The Burrito Box,1,4.0,876,Tex-Mex,['mexican'],"885 9th Ave, Midtown West, NY 10019",(212) 489-6889
Burritos y Mas NY Tex-Mex,1,4.0,166,Tex-Mex,"['tex-mex', 'mexican']","1571 Lexington Ave, East Harlem, NY 10029",(646) 918-7478
Bus Stop Diner,2,3.0,153,American,['diners'],"3341 Broadway, Harlem, NY 10031",(212) 690-2150
Bustan,2,4.0,508,Italian,"['mediterranean', 'mideastern']","487 Amsterdam Ave, Midtown West, NY 10024",(212) 595-5050
Bustan,2,4.0,508,Other,"['mediterranean', 'mideastern']","487 Amsterdam Ave, Midtown West, NY 10024",(212) 595-5050
Butter Midtown,3,3.5,1000,American,['newamerican'],"70 W 45th St, Midtown West, NY 10036",(212) 253-2828
BXL Cafe,2,3.5,523,French,"['pubs', 'belgian', 'breakfast_brunch']","125 W 43rd St, Garment District, NY 10036",(212) 768-0200
BXL Zoute,2,4.0,408,Eastern European,"['belgian', 'breakfast_brunch']","50 W 22nd St, Gramercy, NY 10010",(646) 692-9282
by CHLOE,2,3.0,41,Vegetarian,"['salad', 'vegan', 'gluten_free']","1385 Broadway, Garment District, NY 10018",(212) 290-8000
by CHLOE,2,4.0,1000,Vegetarian,"['vegan', 'salad', 'gluten_free']","185 Bleecker St, Greenwich Village, NY 10012",(212) 290-8000
by CHLOE,2,3.0,41,Bakery,"['salad', 'vegan', 'gluten_free']","1385 Broadway, Garment District, NY 10018",(212) 290-8000
by CHLOE,2,4.0,1000,Bakery,"['vegan', 'salad', 'gluten_free']","185 Bleecker St, Greenwich Village, NY 10012",(212) 290-8000
By Name,2,4.0,50,Chinese/Japanese,"['cafes', 'artspacerentals', 'japanese']","324 Bowery, SoHo, NY 10012",(646) 998-5307
By the Way Bakery,1,4.5,229,Café/Coffee/Tea,"['bakeries', 'gluten_free', 'coffee']","2442 Broadway, Upper West Side, NY 10024",(212) 877-0806
By the Way Bakery,1,4.5,229,Jewish/Kosher,"['bakeries', 'gluten_free', 'coffee']","2442 Broadway, Upper West Side, NY 10024",(212) 877-0806
Bar B,2,4.5,184,Italian,"['italian', 'bars', 'tapas']","84 7th Ave, Greenwich Village, NY 10011",(212) 229-1888
Barrel 79,2,4.5,39,American,"['bars', 'burgers', 'sandwiches']","79 Audubon Ave, Harlem, NY 10032",(917) 409-1409
Bigoi Venezia,2,4.5,252,Italian,"['italian', 'pastashops']","1415 2nd Ave, East Harlem, NY 10021",(917) 262-0680
BONMi,2,3.0,177,Sandwiches/Salads/Mixed Buffet,"['vietnamese', 'sandwiches']","150 W 62nd St, Upper West Side, NY 10023",(646) 346-5142
Bubo,2,4.5,173,American,"['cocktailbars', 'breakfast_brunch', 'beerbar']","515 3rd Ave, Midtown East, NY 10016",(212) 532-3300
Cacio E Pepe,2,3.5,525,Italian,"['italian', 'bars']","182 2nd Ave, Greenwich Village, NY 10003",(212) 505-5931
Cacio E Vino,2,3.5,341,Italian,"['italian', 'wine_bars', 'pizza']","80 2nd Ave, Gramercy, NY 10003",(212) 228-3269
Cafe 11,2,4.5,35,Jewish/Kosher,"['kosher', 'sandwiches', 'sushi']","11 Broadway, Financial District, NY 10004",(212) 425-2233
Cafe 37,1,4.0,41,Delicatessen,"['delis', 'pizza', 'salad']","47 W 37th St, Garment District, NY 10018",(212) 391-1523
Café Altro Paradiso,3,3.5,150,Italian,['italian'],"234 Spring St, Greenwich Village, NY 10013",(646) 952-0828
Cafe Amrita,2,3.5,265,American,"['cafes', 'french', 'newamerican']","301 W 110th St, East Harlem, NY 10025",(212) 222-0683
Cafe Bari,2,4.0,90,Café/Coffee/Tea,"['newamerican', 'breakfast_brunch', 'cafes']","276 Canal St, Little Italy, NY 10013",(212) 431-4350
Cafe Bari,2,4.0,90,Café/Coffee/Tea,"['newamerican', 'breakfast_brunch', 'cafes']","276 Canal St, Little Italy, NY 10013",(212) 431-4350
Cafe Belle,1,4.5,61,Café/Coffee/Tea,"['coffee', 'modern_european', 'bakeries']","280 Mulberry St, SoHo, NY 10012",(212) 837-1605
Fleming by Le Bilboquet,2,4.0,7,French,['french'],"27 E 62nd St, Upper East Side, NY 10065",(212) 751-3036
Le Bilboquet,3,3.5,168,French,"['french', 'cajun', 'desserts']","20 E 60th St, Upper East Side, NY 10022",(212) 751-3036
