,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,display_phone,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,INSPECTION TYPE,Latitude,Longitude,#_of_inspections,count_range,name,price,rating,review_count,transactions,neighborhood,categories_clean,latitude,longitude,address,city,zip_code,state,acaibowls,afghani,african,arabian,arcades,argentine,artclasses,artspacerentals,asianfusion,australian,austrian,bagels,bakeries,bangladeshi,barbers,bars,bartenders,basque,bbq,beer_and_wine,beerbar,beergardens,belgian,beverage_stores,bistros,boating,boattours,bookstores,bowling,brasseries,brazilian,breakfast_brunch,breweries,british,bubbletea,buffets,burgers,burmese,butcher,cabaret,cafes,cafeteria,cajun,cakeshop,cambodian,candy,cantonese,caribbean,catalan,catering,champagne_bars,cheese,cheesesteaks,chicken_wings,chickenshop,chimneycakes,chinese,chocolate,cocktailbars,coffee,coffeeroasteries,colombian,comedyclubs,comfortfood,convenience,cookingclasses,cookingschools,creperies,cuban,culturalcenter,cupcakes,customcakes,czech,danceclubs,delis,desserts,dimsum,diners,dinnertheater,divebars,dominican,donuts,egyptian,empanadas,eritrean,ethiopian,eventplanning,facepainting,falafel,farmersmarket,festivals,filipino,fishnchips,fitness,fondue,food,food_court,fooddeliveryservices,foodstands,foodtours,foodtrucks,french,galleries,gastropubs,gelato,georgian,german,giftshops,gluten_free,gourmet,graphicdesign,greek,grocery,hair,haitian,halal,hawaiian,headshops,healthmarkets,herbsandspices,himalayan,hkcafe,homedecor,honduran,honey,hookah_bars,hotdog,hotdogs,hotpot,hungarian,icecream,importedfood,indonesian,indoor_playcenter,indpak,intlgrocery,irish,irish_pubs,italian,izakaya,japacurry,japanese,jazzandblues,juicebars,karaoke,kebab,kids_activities,korean,kosher,laotian,latin,lebanese,lounges,macarons,magicians,malaysian,markets,meats,mediterranean,mexican,mideastern,modern_european,mongolian,moroccan,movietheaters,musicvenues,newamerican,newmexican,nonprofit,noodles,organic_stores,pakistani,panasian,pancakes,pastashops,permanentmakeup,persian,personal_shopping,peruvian,petadoption,petstore,piadina,pianobars,pizza,poke,polish,poolhalls,popuprestaurants,popupshops,portuguese,poutineries,pretzels,publicmarkets,pubs,puertorican,ramen,raw_food,restaurants,russian,salad,salvadoran,sandwiches,sardinian,scandinavian,scottish,seafood,seafoodmarkets,senegalese,shanghainese,sharedofficespaces,shavedice,shoppingcenters,sicilian,singaporean,slovakian,smokehouse,somali,soulfood,soup,southafrican,southern,souvenirs,spanish,spas,speakeasies,sports_clubs,sportsbars,srilankan,steak,streetvendors,supperclubs,sushi,szechuan,tabletopgames,tacos,taiwanese,tapas,tapasmallplates,tea,teppanyaki,tex-mex,thai,theater,themedcafes,tikibars,tobaccoshops,tradamerican,trinidadian,turkish,tuscan,ukrainian,uzbek,vegan,vegetarian,venezuelan,venues,vietnamese,vintage,waffles,walkingtours,wedding_planning,whiskeybars,wine_bars,womenscloth,wraps,delivery,pickup,restaurant_reservation,num_of_cat,mainstream_category,rare_category,price_value
2209,40367038,MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010.0,(212) 679-3665,Mexican,2020-01-16,Violations were cited in the following area(s).,N,9.0,A,01/16/2020,Cycle Inspection / Initial Inspection,40.739644067898,-73.979614944263,14,11-20,Mexico Lindo Restaurant,$$,3.5,253,"['pickup', 'delivery']",Gramercy,"['mexican', 'comfortfood', 'cocktailbars']",40.73981,-73.97984,459 2nd Ave,New York,10010,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
2210,50035278,MEXICUE,Manhattan,225,5 AVENUE,10010.0,(646) 922-7289,Mexican,2019-08-21,Violations were cited in the following area(s).,N,13.0,A,08/21/2019,Cycle Inspection / Initial Inspection,40.743820025863,-73.987906776497,7,6-10,Mexicue,$$,4.0,481,"['delivery', 'pickup', 'restaurant_reservation']",Upper East Side,"['mexican', 'breakfast_brunch', 'cocktailbars']",40.74359,-73.98758,225 5th Ave,New York,10010,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,2
2211,50060612,MEXICUE,Manhattan,160,8TH AVE,10011.0,(646) 649-3133,Mexican,2020-02-10,Violations were cited in the following area(s).,Y,13.0,A,02/10/2020,Cycle Inspection / Re-inspection,40.742154589856,-74.000757837422,29,21-30,Mexicue,$$,4.0,421,"['delivery', 'pickup']",Chelsea,"['mexican', 'breakfast_brunch', 'cocktailbars']",40.74202,-74.00046,160 8th Ave,New York,10011,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
2212,41695882,MEZETTO,Manhattan,205,ALLEN STREET,10002.0,(212) 933-4587,Mediterranean,2020-02-10,Violations were cited in the following area(s).,N,18.0,Z,TBD,Cycle Inspection / Initial Inspection,40.722633275381,-73.988776481069,41,31+,Mezetto,$$,4.0,599,"['pickup', 'delivery']",Chinatown,"['mediterranean', 'tapasmallplates', 'breakfast_brunch']",40.7228863781236,-73.9889362576721,161 E Houston St,New York,10002,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
2213,40379662,MEZZALUNA,Manhattan,1295,THIRD AVENUE,10021.0,(212) 535-9600,Italian,2020-02-21,Violations were cited in the following area(s).,Y,22.0,Z,TBD,Cycle Inspection / Initial Inspection,40.771283054919,-73.959466777028,19,11-20,Mezzaluna,$$$,3.5,142,"['delivery', 'pickup']",Upper East Side,['italian'],40.771125,-73.959251,1295 3rd Ave,New York,10021,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3
2214,41474909,MI CASITA RESTARANT,Manhattan,1484,AMSTERDAM AVENUE,10031.0,(212) 234-3331,Mexican,2019-10-22,Violations were cited in the following area(s).,N,2.0,A,10/22/2019,Cycle Inspection / Re-inspection,40.817853508607996,-73.953007392681,15,11-20,Mi Casita Restaurant,$,2.5,37,"['delivery', 'pickup']",Harlem,['mexican'],40.81795,-73.953333,1484 Amsterdam Ave,New York,10031,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
2215,50032991,MI GARBA,Manhattan,129,4 AVENUE,10003.0,(646) 684-4797,Italian,2019-05-03,Violations were cited in the following area(s).,N,7.0,A,05/03/2019,Cycle Inspection / Initial Inspection,40.73325562509,-73.989914897004,14,11-20,Mi Garba,$$,4.0,151,"['pickup', 'delivery']",Greenwich Village,"['italian', 'wine_bars']",40.733253210783,-73.9898487925529,129 4th Ave,New York,10003,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,2
2216,41621699,MI PASO CENTRO AMERICANO RESTAURANT,Manhattan,4129,BROADWAY,10033.0,(212) 928-0866,Latin,2019-11-18,Violations were cited in the following area(s).,Y,24.0,B,11/18/2019,Cycle Inspection / Re-inspection,40.845812847353,-73.938573355861,26,21-30,Mi Paso Centroamericano Restaurant,$,4.0,22,[],Harlem,['latin'],40.84572,-73.93881,4129 Broadway,New York,10033,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2217,50092272,MI VALLE 27 RESTAURANT,Manhattan,46,SAINT NICHOLAS AVENUE,10026.0,(212) 222-2381,Latin,2019-10-02,Violations were cited in the following area(s).,Y,7.0,A,10/02/2019,Pre-permit (Operational) / Re-inspection,40.800226527785,-73.95246726212599,6,6-10,Que Rico Pollo,$,3.5,24,"['pickup', 'delivery']",East Harlem,['spanish'],40.8001317,-73.9524593,46 St Nicholas Ave,New York,10026,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
2218,50050508,MI-NE SUSHI TOTOYA,Manhattan,496,6 AVENUE,10011.0,(917) 675-6942,Japanese,2020-03-05,Violations were cited in the following area(s).,N,16.0,Z,TBD,Cycle Inspection / Initial Inspection,40.736360370738,-73.997549872905,19,11-20,MI-NE Deli,N/A,4.0,6,"['delivery', 'pickup']",Greenwich Village,"['japanese', 'delis', 'grocery']",40.73623,-73.99723,496 6th Ave,New York,10011,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0
2219,50090322,MIAN KITCHEN,Manhattan,230,PARK AVENUE,10169.0,(929) 421-9987,Other,2019-09-12,Violations were cited in the following area(s).,Y,10.0,A,09/12/2019,Pre-permit (Operational) / Initial Inspection,40.75450075314,-73.975950427165,2,2-5,Bao by Kaya,$,4.0,167,[],Midtown East,"['taiwanese', 'coffee', 'asianfusion']",40.7569200941962,-73.9723208919168,570 Lexington Ave,New York,10022,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
2220,50061192,MIDDLE EATS,Manhattan,171,WEST   23 STREET,10011.0,(212) 929-3287,Middle Eastern,2019-12-03,Violations were cited in the following area(s).,N,7.0,A,12/03/2019,Cycle Inspection / Re-inspection,40.743683300262,-73.994648101026,16,11-20,Middle Eats,$,4.0,69,"['pickup', 'delivery']",Gramercy,"['mediterranean', 'desserts', 'wraps']",40.74412,-73.9953,171 W 23rd St,New York,10011,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1
2221,50101953,MIDTOWN SOUTH OWNER,Manhattan,40,WEST   45 STREET,10036.0,(212) 354-6400,American,2020-02-07,Violations were cited in the following area(s).,Y,19.0,N,TBD,Pre-permit (Operational) / Initial Inspection,40.755975614646,-73.980869643027,4,2-5,Midpoint Bistro and Bar,N/A,4.5,3,[],Garment District,"['newamerican', 'cafes']",40.75604,-73.98125,40 W 45th St,New York,10036,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2222,50064491,MIFUNE NEW YORK,Manhattan,245,EAST   44 STREET,10017.0,(212) 986-2800,Japanese,2020-02-14,Violations were cited in the following area(s).,N,26.0,Z,TBD,Cycle Inspection / Initial Inspection,40.751626203936,-73.972457700545,11,11-20,MIFUNE New York,$$$$,4.0,189,"['delivery', 'pickup']",Upper East Side,['japanese'],40.75157,-73.97172,245 E 44th St,New York,10017,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4
2223,50045820,MIGHTY BOWL,Manhattan,120,MACDOUGAL STREET,10012.0,(212) 777-5750,Asian,2019-04-15,Violations were cited in the following area(s).,N,10.0,A,04/15/2019,Cycle Inspection / Initial Inspection,40.729800407392,-74.000638629808,20,11-20,MIGHTY Bowl,$$,4.0,247,"['delivery', 'pickup']",Greenwich Village,"['asianfusion', 'poke', 'acaibowls']",40.72986,-74.00049,120 Macdougal St,New York,10012,NY,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
2224,50075330,MIGHTY BOWL,Manhattan,1109,LEXINGTON AVENUE,10075.0,(646) 692-9065,Asian,2020-02-19,Violations were cited in the following area(s).,N,11.0,A,02/19/2020,Cycle Inspection / Initial Inspection,40.773912592614,-73.95964208374001,14,11-20,MIGHTY Bowl,$$,4.5,97,"['pickup', 'delivery']",East Harlem,"['asianfusion', 'japanese', 'korean']",40.7738,-73.95945,1109 Lexington Ave,New York,10075,NY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2
